Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019]
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Solomon Islands,SLB,3.03360640036983,1.20757030226495
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Somalia,SOM,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,South Africa,ZAF,8.14221496555662,4.90301438125161
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,South Sudan,SSD,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Spain,ESP,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Sri Lanka,LKA,8.59663763483024,7.64804484383435
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,St. Kitts and Nevis,KNA,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,St. Lucia,LCA,2.51580323779367,2.52094163079782
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,St. Martin (French part),MAF,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,St. Vincent and the Grenadines,VCT,4.93113016126233,4.49105484560424
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Sudan,SDN,0.889131208003605,1.0695442338229
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Suriname,SUR,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Eswatini,SWZ,1.0709216968265,1.56938892821457
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Sweden,SWE,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Switzerland,CHE,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Syrian Arab Republic,SYR,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Tajikistan,TJK,6.68659659423683,5.89306667510063
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Tanzania,TZA,1.92449297060334,2.35742919160269
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Thailand,THA,3.86516294004649,5.12638057277201
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Timor-Leste,TLS,0.142130284178851,0.295284926847529
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Togo,TGO,2.48812532593095,2.14596481512312
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Tonga,TON,2.24054210892317,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Trinidad and Tobago,TTO,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Tunisia,TUN,7.28783784953422,8.3026745604611
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Turkey,TUR,11.1012324110688,11.7090375675492
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Turkmenistan,TKM,0.138832876196528,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Turks and Caicos Islands,TCA,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Tuvalu,TUV,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Uganda,UGA,1.6600558338459,0.896475103055968
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Ukraine,UKR,10.9312349329881,8.74003181595157
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,United Arab Emirates,ARE,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,United Kingdom,GBR,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,United States,USA,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Uruguay,URY,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Uzbekistan,UZB,1.93399059857608,4.47624641147528
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Vanuatu,VUT,2.20372870047146,2.52661692194186
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Venezuela, RB",VEN,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Vietnam,VNM,7.97650061469443,6.81165248596612
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Virgin Islands (U.S.),VIR,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,West Bank and Gaza,PSE,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Yemen, Rep.",YEM,0.403567430072065,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Zambia,ZMB,5.44615866153011,11.3760933740155
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Zimbabwe,ZWE,2.6692240207498,8.00311020302002
Net migration,SM.POP.NETM,Afghanistan,AFG,..,..
Net migration,SM.POP.NETM,Albania,ALB,..,..
Net migration,SM.POP.NETM,Algeria,DZA,..,..
Net migration,SM.POP.NETM,American Samoa,ASM,..,..
Net migration,SM.POP.NETM,Andorra,AND,..,..
Net migration,SM.POP.NETM,Angola,AGO,..,..
Net migration,SM.POP.NETM,Antigua and Barbuda,ATG,..,..
Net migration,SM.POP.NETM,Argentina,ARG,..,..
Net migration,SM.POP.NETM,Armenia,ARM,..,..
Net migration,SM.POP.NETM,Aruba,ABW,..,..
Net migration,SM.POP.NETM,Australia,AUS,..,..
Net migration,SM.POP.NETM,Austria,AUT,..,..
Net migration,SM.POP.NETM,Azerbaijan,AZE,..,..
Net migration,SM.POP.NETM,"Bahamas, The",BHS,..,..
Net migration,SM.POP.NETM,Bahrain,BHR,..,..
Net migration,SM.POP.NETM,Bangladesh,BGD,..,..
Net migration,SM.POP.NETM,Barbados,BRB,..,..
Net migration,SM.POP.NETM,Belarus,BLR,..,..
Net migration,SM.POP.NETM,Belgium,BEL,..,..
Net migration,SM.POP.NETM,Belize,BLZ,..,..
Net migration,SM.POP.NETM,Benin,BEN,..,..
Net migration,SM.POP.NETM,Bermuda,BMU,..,..
Net migration,SM.POP.NETM,Bhutan,BTN,..,..
Net migration,SM.POP.NETM,Bolivia,BOL,..,..
Net migration,SM.POP.NETM,Bosnia and Herzegovina,BIH,..,..
Net migration,SM.POP.NETM,Botswana,BWA,..,..
Net migration,SM.POP.NETM,Brazil,BRA,..,..
Net migration,SM.POP.NETM,British Virgin Islands,VGB,..,..
Net migration,SM.POP.NETM,Brunei Darussalam,BRN,..,..
Net migration,SM.POP.NETM,Bulgaria,BGR,..,..
Net migration,SM.POP.NETM,Burkina Faso,BFA,..,..
Net migration,SM.POP.NETM,Burundi,BDI,..,..
Net migration,SM.POP.NETM,Cabo Verde,CPV,..,..
Net migration,SM.POP.NETM,Cambodia,KHM,..,..
Net migration,SM.POP.NETM,Cameroon,CMR,..,..
Net migration,SM.POP.NETM,Canada,CAN,..,..
Net migration,SM.POP.NETM,Cayman Islands,CYM,..,..
Net migration,SM.POP.NETM,Central African Republic,CAF,..,..
Net migration,SM.POP.NETM,Chad,TCD,..,..
Net migration,SM.POP.NETM,Channel Islands,CHI,..,..
Net migration,SM.POP.NETM,Chile,CHL,..,..
Net migration,SM.POP.NETM,China,CHN,..,..
Net migration,SM.POP.NETM,Colombia,COL,..,..
Net migration,SM.POP.NETM,Comoros,COM,..,..
Net migration,SM.POP.NETM,"Congo, Dem. Rep.",COD,..,..
Net migration,SM.POP.NETM,"Congo, Rep.",COG,..,..
Net migration,SM.POP.NETM,Costa Rica,CRI,..,..
Net migration,SM.POP.NETM,Cote d'Ivoire,CIV,..,..
Net migration,SM.POP.NETM,Croatia,HRV,..,..
Net migration,SM.POP.NETM,Cuba,CUB,..,..
Net migration,SM.POP.NETM,Curacao,CUW,..,..
Net migration,SM.POP.NETM,Cyprus,CYP,..,..
Net migration,SM.POP.NETM,Czech Republic,CZE,..,..
Net migration,SM.POP.NETM,Denmark,DNK,..,..
Net migration,SM.POP.NETM,Djibouti,DJI,..,..
Net migration,SM.POP.NETM,Dominica,DMA,..,..
Net migration,SM.POP.NETM,Dominican Republic,DOM,..,..
Net migration,SM.POP.NETM,Ecuador,ECU,..,..
Net migration,SM.POP.NETM,"Egypt, Arab Rep.",EGY,..,..
Net migration,SM.POP.NETM,El Salvador,SLV,..,..
Net migration,SM.POP.NETM,Equatorial Guinea,GNQ,..,..
Net migration,SM.POP.NETM,Eritrea,ERI,..,..
Net migration,SM.POP.NETM,Estonia,EST,..,..
Net migration,SM.POP.NETM,Ethiopia,ETH,..,..
Net migration,SM.POP.NETM,Faroe Islands,FRO,..,..
Net migration,SM.POP.NETM,Fiji,FJI,..,..
Net migration,SM.POP.NETM,Finland,FIN,..,..
Net migration,SM.POP.NETM,France,FRA,..,..
Net migration,SM.POP.NETM,French Polynesia,PYF,..,..
Net migration,SM.POP.NETM,Gabon,GAB,..,..
Net migration,SM.POP.NETM,"Gambia, The",GMB,..,..
Net migration,SM.POP.NETM,Georgia,GEO,..,..
Net migration,SM.POP.NETM,Germany,DEU,..,..
Net migration,SM.POP.NETM,Ghana,GHA,..,..
Net migration,SM.POP.NETM,Gibraltar,GIB,..,..
Net migration,SM.POP.NETM,Greece,GRC,..,..
Net migration,SM.POP.NETM,Greenland,GRL,..,..
Net migration,SM.POP.NETM,Grenada,GRD,..,..
Net migration,SM.POP.NETM,Guam,GUM,..,..
Net migration,SM.POP.NETM,Guatemala,GTM,..,..
Net migration,SM.POP.NETM,Guinea,GIN,..,..
Net migration,SM.POP.NETM,Guinea-Bissau,GNB,..,..
Net migration,SM.POP.NETM,Guyana,GUY,..,..
Net migration,SM.POP.NETM,Haiti,HTI,..,..
Net migration,SM.POP.NETM,Honduras,HND,..,..
Net migration,SM.POP.NETM,"Hong Kong SAR, China",HKG,..,..
Net migration,SM.POP.NETM,Hungary,HUN,..,..
Net migration,SM.POP.NETM,Iceland,ISL,..,..
Net migration,SM.POP.NETM,India,IND,..,..
Net migration,SM.POP.NETM,Indonesia,IDN,..,..
Net migration,SM.POP.NETM,"Iran, Islamic Rep.",IRN,..,..
Net migration,SM.POP.NETM,Iraq,IRQ,..,..
Net migration,SM.POP.NETM,Ireland,IRL,..,..
Net migration,SM.POP.NETM,Isle of Man,IMN,..,..
Net migration,SM.POP.NETM,Israel,ISR,..,..
Net migration,SM.POP.NETM,Italy,ITA,..,..
Net migration,SM.POP.NETM,Jamaica,JAM,..,..
Net migration,SM.POP.NETM,Japan,JPN,..,..
Net migration,SM.POP.NETM,Jordan,JOR,..,..
Net migration,SM.POP.NETM,Kazakhstan,KAZ,..,..
Net migration,SM.POP.NETM,Kenya,KEN,..,..
Net migration,SM.POP.NETM,Kiribati,KIR,..,..
Net migration,SM.POP.NETM,"Korea, Dem. People’s Rep.",PRK,..,..
Net migration,SM.POP.NETM,"Korea, Rep.",KOR,..,..
Net migration,SM.POP.NETM,Kosovo,XKX,..,..
Net migration,SM.POP.NETM,Kuwait,KWT,..,..
Net migration,SM.POP.NETM,Kyrgyz Republic,KGZ,..,..
Net migration,SM.POP.NETM,Lao PDR,LAO,..,..
Net migration,SM.POP.NETM,Latvia,LVA,..,..
Net migration,SM.POP.NETM,Lebanon,LBN,..,..
Net migration,SM.POP.NETM,Lesotho,LSO,..,..
Net migration,SM.POP.NETM,Liberia,LBR,..,..
Net migration,SM.POP.NETM,Libya,LBY,..,..
Net migration,SM.POP.NETM,Liechtenstein,LIE,..,..
Net migration,SM.POP.NETM,Lithuania,LTU,..,..
Net migration,SM.POP.NETM,Luxembourg,LUX,..,..
Net migration,SM.POP.NETM,"Macao SAR, China",MAC,..,..
Net migration,SM.POP.NETM,North Macedonia,MKD,..,..
Net migration,SM.POP.NETM,Madagascar,MDG,..,..
Net migration,SM.POP.NETM,Malawi,MWI,..,..
Net migration,SM.POP.NETM,Malaysia,MYS,..,..
Net migration,SM.POP.NETM,Maldives,MDV,..,..
Net migration,SM.POP.NETM,Mali,MLI,..,..
Net migration,SM.POP.NETM,Malta,MLT,..,..
Net migration,SM.POP.NETM,Marshall Islands,MHL,..,..
Net migration,SM.POP.NETM,Mauritania,MRT,..,..
Net migration,SM.POP.NETM,Mauritius,MUS,..,..
Net migration,SM.POP.NETM,Mexico,MEX,..,..
Net migration,SM.POP.NETM,"Micronesia, Fed. Sts.",FSM,..,..
Net migration,SM.POP.NETM,Moldova,MDA,..,..
Net migration,SM.POP.NETM,Monaco,MCO,..,..
Net migration,SM.POP.NETM,Mongolia,MNG,..,..
Net migration,SM.POP.NETM,Montenegro,MNE,..,..
Net migration,SM.POP.NETM,Morocco,MAR,..,..
Net migration,SM.POP.NETM,Mozambique,MOZ,..,..
Net migration,SM.POP.NETM,Myanmar,MMR,..,..
Net migration,SM.POP.NETM,Namibia,NAM,..,..
Net migration,SM.POP.NETM,Nauru,NRU,..,..
Net migration,SM.POP.NETM,Nepal,NPL,..,..
Net migration,SM.POP.NETM,Netherlands,NLD,..,..
Net migration,SM.POP.NETM,New Caledonia,NCL,..,..
Net migration,SM.POP.NETM,New Zealand,NZL,..,..
Net migration,SM.POP.NETM,Nicaragua,NIC,..,..
Net migration,SM.POP.NETM,Niger,NER,..,..
Net migration,SM.POP.NETM,Nigeria,NGA,..,..
Net migration,SM.POP.NETM,Northern Mariana Islands,MNP,..,..
Net migration,SM.POP.NETM,Norway,NOR,..,..
Net migration,SM.POP.NETM,Oman,OMN,..,..
Net migration,SM.POP.NETM,Pakistan,PAK,..,..
Net migration,SM.POP.NETM,Palau,PLW,..,..
Net migration,SM.POP.NETM,Panama,PAN,..,..
Net migration,SM.POP.NETM,Papua New Guinea,PNG,..,..
Net migration,SM.POP.NETM,Paraguay,PRY,..,..
Net migration,SM.POP.NETM,Peru,PER,..,..
Net migration,SM.POP.NETM,Philippines,PHL,..,..
Net migration,SM.POP.NETM,Poland,POL,..,..
Net migration,SM.POP.NETM,Portugal,PRT,..,..
Net migration,SM.POP.NETM,Puerto Rico,PRI,..,..
Net migration,SM.POP.NETM,Qatar,QAT,..,..
Net migration,SM.POP.NETM,Romania,ROU,..,..
Net migration,SM.POP.NETM,Russian Federation,RUS,..,..
Net migration,SM.POP.NETM,Rwanda,RWA,..,..
Net migration,SM.POP.NETM,Samoa,WSM,..,..
Net migration,SM.POP.NETM,San Marino,SMR,..,..
Net migration,SM.POP.NETM,Sao Tome and Principe,STP,..,..
Net migration,SM.POP.NETM,Saudi Arabia,SAU,..,..
Net migration,SM.POP.NETM,Senegal,SEN,..,..
Net migration,SM.POP.NETM,Serbia,SRB,..,..
Net migration,SM.POP.NETM,Seychelles,SYC,..,..
Net migration,SM.POP.NETM,Sierra Leone,SLE,..,..
Net migration,SM.POP.NETM,Singapore,SGP,..,..
Net migration,SM.POP.NETM,Sint Maarten (Dutch part),SXM,..,..
Net migration,SM.POP.NETM,Slovak Republic,SVK,..,..
Net migration,SM.POP.NETM,Slovenia,SVN,..,..
Net migration,SM.POP.NETM,Solomon Islands,SLB,..,..
Net migration,SM.POP.NETM,Somalia,SOM,..,..
Net migration,SM.POP.NETM,South Africa,ZAF,..,..
Net migration,SM.POP.NETM,South Sudan,SSD,..,..
Net migration,SM.POP.NETM,Spain,ESP,..,..
Net migration,SM.POP.NETM,Sri Lanka,LKA,..,..
Net migration,SM.POP.NETM,St. Kitts and Nevis,KNA,..,..
Net migration,SM.POP.NETM,St. Lucia,LCA,..,..
Net migration,SM.POP.NETM,St. Martin (French part),MAF,..,..
Net migration,SM.POP.NETM,St. Vincent and the Grenadines,VCT,..,..
Net migration,SM.POP.NETM,Sudan,SDN,..,..
Net migration,SM.POP.NETM,Suriname,SUR,..,..
Net migration,SM.POP.NETM,Eswatini,SWZ,..,..
Net migration,SM.POP.NETM,Sweden,SWE,..,..
Net migration,SM.POP.NETM,Switzerland,CHE,..,..
Net migration,SM.POP.NETM,Syrian Arab Republic,SYR,..,..
Net migration,SM.POP.NETM,Tajikistan,TJK,..,..
Net migration,SM.POP.NETM,Tanzania,TZA,..,..
Net migration,SM.POP.NETM,Thailand,THA,..,..
Net migration,SM.POP.NETM,Timor-Leste,TLS,..,..
Net migration,SM.POP.NETM,Togo,TGO,..,..
Net migration,SM.POP.NETM,Tonga,TON,..,..
Net migration,SM.POP.NETM,Trinidad and Tobago,TTO,..,..
Net migration,SM.POP.NETM,Tunisia,TUN,..,..
Net migration,SM.POP.NETM,Turkey,TUR,..,..
Net migration,SM.POP.NETM,Turkmenistan,TKM,..,..
Net migration,SM.POP.NETM,Turks and Caicos Islands,TCA,..,..
Net migration,SM.POP.NETM,Tuvalu,TUV,..,..
Net migration,SM.POP.NETM,Uganda,UGA,..,..
Net migration,SM.POP.NETM,Ukraine,UKR,..,..
Net migration,SM.POP.NETM,United Arab Emirates,ARE,..,..
Net migration,SM.POP.NETM,United Kingdom,GBR,..,..
Net migration,SM.POP.NETM,United States,USA,..,..
Net migration,SM.POP.NETM,Uruguay,URY,..,..
Net migration,SM.POP.NETM,Uzbekistan,UZB,..,..
Net migration,SM.POP.NETM,Vanuatu,VUT,..,..
Net migration,SM.POP.NETM,"Venezuela, RB",VEN,..,..
Net migration,SM.POP.NETM,Vietnam,VNM,..,..
Net migration,SM.POP.NETM,Virgin Islands (U.S.),VIR,..,..
Net migration,SM.POP.NETM,West Bank and Gaza,PSE,..,..
Net migration,SM.POP.NETM,"Yemen, Rep.",YEM,..,..
Net migration,SM.POP.NETM,Zambia,ZMB,..,..
Net migration,SM.POP.NETM,Zimbabwe,ZWE,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Afghanistan,AFG,234618700.600525,217292317.990937
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Albania,ALB,114879336.943132,119679640.769481
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Algeria,DZA,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,American Samoa,ASM,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Andorra,AND,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Angola,AGO,681627015.492267,549082042.551059
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Antigua and Barbuda,ATG,56851001.1710534,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Argentina,ARG,959061688.512126,647141351.358169
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Armenia,ARM,341256855.400442,362693785.059856
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Aruba,ABW,111650956.926434,112608962.891385
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Australia,AUS,7230397378.15752,7440468556.30419
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Austria,AUT,5924780884.47803,5873948213.82577
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Azerbaijan,AZE,579500000,621549000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Bahamas, The",BHS,210701450.4281,200464028.04
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bahrain,BHR,3268882978.7234,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bangladesh,BGD,56932184.6211527,84261253.8498732
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Barbados,BRB,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belarus,BLR,159900000,185900000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belgium,BEL,5612494418.47986,5319215056.22296
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belize,BLZ,42979100.7358568,41881051.8284085
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Benin,BEN,94458843.3443284,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bermuda,BMU,197545233.446783,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bhutan,BTN,57524189.4222053,68652283.1800079
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bolivia,BOL,251815643.315127,295467829.605665
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bosnia and Herzegovina,BIH,83628912.5031727,84386250.3720065
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Botswana,BWA,84721317.3215814,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Brazil,BRA,2253247430.04,2231583198.17
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,British Virgin Islands,VGB,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Brunei Darussalam,BRN,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bulgaria,BGR,221480000,235060000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Burkina Faso,BFA,208745502.373646,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Burundi,BDI,19331789.2465233,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cabo Verde,CPV,41446367.9123452,38018558.8217987
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cambodia,KHM,309802626.755738,279024939.883376
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cameroon,CMR,88887957.4166886,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Canada,CAN,6629192670.76703,6115649813.92026
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cayman Islands,CYM,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Central African Republic,CAF,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Chad,TCD,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Channel Islands,CHI,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Chile,CHL,684846130.220082,682882673.388799
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,China,CHN,16548078395.86,15135300288.47
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Colombia,COL,312663936.083913,348172705.450734
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Comoros,COM,2445258.66232163,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Congo, Dem. Rep.",COD,913820460.848003,1004481694.54917
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Congo, Rep.",COG,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Costa Rica,CRI,506693451.581134,530421226.287551
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cote d'Ivoire,CIV,919027300.726831,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Croatia,HRV,532978747.537759,531082871.938114
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cuba,CUB,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Curacao,CUW,140466274.681564,130951692.748603
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cyprus,CYP,810692728.32811,779769560.289994
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Czech Republic,CZE,2786200090.44714,3447070354.47763
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Denmark,DNK,3392260415.07365,3284123072.35873
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Djibouti,DJI,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Dominica,DMA,10301319.7192606,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Dominican Republic,DOM,736000000,854200000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ecuador,ECU,467445307.493583,654668980.287942
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Egypt, Arab Rep.",EGY,514500000,471900000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,El Salvador,SLV,189770899.38,232329975.27
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Equatorial Guinea,GNQ,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Eritrea,ERI,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Estonia,EST,234389414.173023,249257449.280709
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ethiopia,ETH,8689449.30751725,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Faroe Islands,FRO,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Fiji,FJI,15730151.2680625,11256018.1127447
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Finland,FIN,1011154023.27839,958403302.002166
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,France,FRA,15075443509.4598,15087829562.7868
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,French Polynesia,PYF,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Gabon,GAB,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Gambia, The",GMB,18470826.7793464,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Georgia,GEO,151149586.7,169883742.14
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Germany,DEU,24322173787.7839,24062113415.0434
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ghana,GHA,956219362.640302,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Gibraltar,GIB,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Greece,GRC,2287128999.21003,2666198439.31114
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Greenland,GRL,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Grenada,GRD,55390388.7494195,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guam,GUM,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guatemala,GTM,18910290,18007690
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guinea,GIN,22890000,82690000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guinea-Bissau,GNB,56687761.8004562,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guyana,GUY,142391133.689795,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Haiti,HTI,309385081.654333,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Honduras,HND,288137023.045869,329933337.227853
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Hong Kong SAR, China",HKG,933973045.814541,1007176908.15726
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Hungary,HUN,1109181126.38988,1406239785.18124
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Iceland,ISL,347141491.553568,367382939.318079
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,India,IND,6781570846.83791,7531590149.75828
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Indonesia,IDN,5148052050.62653,5070875384.27098
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Iran, Islamic Rep.",IRN,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Iraq,IRQ,499700000,664300000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ireland,IRL,725122899.670331,754350354.112555
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Isle of Man,IMN,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Israel,ISR,5902400000,6242600000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Italy,ITA,9906851587.73811,9650401793.10067
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Jamaica,JAM,309110662.71512,..
